ID_CAMPANHA,LIBERAR_GRADE_WEB,PRODUTO,COR_PRODUTO,ESTOQUE,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,ES9,ES10,ES11,ES12,ES13,ES14,ES15,ES16,R_ESTOQUE,R_ES1,R_ES2,R_ES3,R_ES4,R_ES5,R_ES6,R_ES7,R_ES8,R_ES9,R_ES10,R_ES11,R_ES12,R_ES13,R_ES14,R_ES15,R_ES16,status
54,0,372989      ,59534       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373022      ,59500       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,11,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373028      ,59504       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,11,21,12,7,4,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373053      ,59564       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,19,35,23,16,11,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373054      ,60045       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373056      ,59564       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373078      ,59567       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373079      ,59567       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373080      ,59567       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373081      ,59567       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373084      ,59504       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11,17,13,8,5,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373085      ,59504       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,9,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373086      ,59504       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,9,7,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373087      ,59538       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,10,7,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373088      ,59538       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,11,8,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373090      ,59538       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373091      ,59538       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373092      ,59599       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,8,5,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373093      ,59599       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,9,7,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373094      ,59599       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,16,29,20,13,9,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373096      ,59599       ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,4,8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373098      ,59600       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373099      ,59600       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,9,6,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373108      ,59463       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,10,7,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373109      ,59463       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,15,11,7,4,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373110      ,59463       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,9,6,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373111      ,59463       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,9,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373113      ,59524       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373114      ,59524       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373116      ,59524       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373117      ,59524       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373142      ,59594       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,8,5,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373170      ,59481       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,13,9,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373184      ,05024       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,10,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373184      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,15,8,5,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373199      ,07742       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373202      ,05024       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,10,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373203      ,2276        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373206      ,0105        ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,9,14,5,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373207      ,0105        ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,3,7,10,7,4,2,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373218      ,2276        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373236      ,2276        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,10,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373279      ,02025       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373279      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373281      ,05052       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373281      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,17,9,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373285      ,59557       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,18,10,7,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373286      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373288      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,16,9,6,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373291      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373311      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,16,9,6,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373311      ,11069       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373312      ,07039       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373312      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,18,9,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373312      ,07847       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373314      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373315      ,04097       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373404      ,0109        ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,7,13,14,9,4,3,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373406      ,0109        ,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,79,21,34,14,7,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373407      ,0109        ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,14,26,28,18,8,5,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373408      ,0109        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,12,16,12,6,4,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373409      ,0101        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8,14,15,10,5,3,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373410      ,0101        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,10,15,11,6,3,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373420      ,0101        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13,24,26,17,8,5,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373421      ,0101        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,10,15,11,6,3,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373423      ,0105        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,8,20,27,20,11,7,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373443      ,0109        ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,7,11,4,3,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373445      ,0003        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,12,14,10,5,3,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373449      ,0101        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,8,20,27,20,11,7,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373450      ,0101        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,11,20,21,14,6,4,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373451      ,0105        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,17,24,18,9,6,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373839      ,59503       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373840      ,59503       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373841      ,59503       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373852      ,05052       ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,5,9,9,6,3,2,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373857      ,0105        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8,19,26,19,10,6,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373942      ,0013        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,15,8,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373943      ,07836       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373943      ,11069       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,10,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373943      ,5336        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373944      ,2276        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373968      ,0013        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373973      ,0013        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,9,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,373982      ,59881       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,19,11,7,4,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374039      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374064      ,59588       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,12,9,5,4,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374065      ,59588       ,0,3,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374066      ,59588       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374088      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,10,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374090      ,2276        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374093      ,0026        ,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,7,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374096      ,0024        ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,6,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374105      ,0024        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,10,5,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374157      ,07448       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374159      ,07448       ,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,45,10,17,8,7,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374191      ,59537       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,11,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374202      ,59459       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,18,11,6,4,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374208      ,59535       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,19,34,19,12,6,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374214      ,59556       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,18,10,7,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374215      ,0101        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,8,14,15,10,5,3,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374231      ,0013        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374233      ,51293       ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,7,10,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374469      ,59556       ,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,114,21,38,26,17,12,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374471      ,59556       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,10,8,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374497      ,59473       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374498      ,59473       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,9,6,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374499      ,59473       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374502      ,59522       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374504      ,59520       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374535      ,59612       ,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,83,15,28,19,12,9,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374536      ,59489       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,8,6,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374537      ,59489       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,10,8,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374720      ,59570       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,10,7,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374758      ,59535       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,9,6,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374759      ,59611       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374830      ,61697       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,14,8,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374833      ,61697       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,13,8,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374850      ,59526       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,18,10,7,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374864      ,59521       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,10,7,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374908      ,59574       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7,13,9,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374910      ,59566       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374918      ,59526       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374919      ,59526       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374931      ,59536       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,10,8,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374934      ,59536       ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,3,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374952      ,59489       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374955      ,59559       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,9,6,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374956      ,59559       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,9,7,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374959      ,59559       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374960      ,59559       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374965      ,59552       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374975      ,59501       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374977      ,59555       ,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,101,19,34,23,15,10,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374978      ,59501       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374979      ,59501       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374995      ,0003        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,13,14,9,4,3,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374997      ,59497       ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,5,9,6,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,374999      ,55390       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,375000      ,55390       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,9,7,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,375001      ,55390       ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,4,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,375006      ,59476       ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,18,34,23,15,10,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,375008      ,59459       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,15,10,7,5,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,375010      ,59460       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,10,7,5,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,375012      ,59459       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,9,6,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
54,0,375048      ,59560       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,9,6,4,3,0,0,0,0,0,0,0,0,0,0,0,PENDENTE_UPDATE
