ID_CAMPANHA,PRODUTO,COR_PRODUTO,status_pre,operacao,ESTOQUE,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,ES9,ES10,ES11,ES12,ES13,ES14,ES15,ES16,DT_EXCLUSAO,validacao_pos
54,372981      ,59498       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,372988      ,59534       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,372989      ,59534       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373022      ,59500       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373028      ,59504       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373053      ,59564       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373054      ,60045       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373056      ,59564       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373078      ,59567       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373079      ,59567       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373080      ,59567       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
